user_id,transaction_id,purchase_value
4985,39752,16.127288449568056
7368,35819,44.936090488742906
4866,34778,3.4448105687273745
6644,46028,17.1662240618841
7278,24042,9.769349299321773
4951,13503,47.47752603738045
4258,22506,9.988184771446202
7163,18180,29.37370556527962
6171,2874,8.828848184901789
5128,22367,6.27502725933785
4517,33837,41.324140380128085
7663,21125,14.293133616699455
7837,20955,44.65654951912935
6421,2858,30.790628562767193
5115,20146,33.0395819365944
7576,45721,37.22938805266294
5125,14820,27.749207017338012
6731,15170,43.24262490780474
4549,28557,11.95098845461251
4629,672,44.664408861759775
6484,13322,29.175058224980692
4814,46241,1.8254553377001714
5797,11112,36.30046925355122
6033,19695,6.418086745095342
6644,19120,30.723457814363226
4681,41033,23.499538275898953
7943,225,48.78461835653942
7227,46555,5.906759799184552
7320,335,44.587052547016214
4766,8841,7.942409871227296
7469,49731,3.300354922432497
7468,40114,13.641346477798361
7955,30068,16.216080129102757
7672,29282,0.6864622405705456
4412,35069,2.3607882380408896
6351,43712,15.929182740821618
6766,32071,49.794987182707594
6726,9967,37.273407177774324
5179,40661,30.974336852713996
4564,17755,29.349637841979504
4868,44442,10.384739874375537
5027,11565,3.7099142486959558
7741,43938,14.387448831171362
7444,39752,2.558959529522098
6971,31258,41.02319702803256
4505,19388,21.522865085932562
4413,21516,26.0248416229504
4404,13015,2.7979683650390665
4644,13317,34.48301673683133
7846,46018,38.739258392246285
6069,16274,8.307845686685928
7259,20129,18.699303502950144
7058,26497,45.14765997540375
5243,48587,39.75925224854341
4161,185,27.957208745398887
6660,39015,20.803169682522316
4281,14298,45.10919609489674
4258,27502,48.084849894349
4423,16163,41.98231959497126
5553,22019,27.427435328456866
7609,38225,49.281410981845326
6700,6569,9.391135325842898
7148,18023,48.31109082185527
5153,17490,32.07949253038041
6913,36377,4.995003552177307
4505,28914,26.83507261068934
7027,41454,39.42943361446469
5554,14347,36.665561903329966
7858,18774,28.83516996791913
6753,28012,39.213897759746196
4462,32662,30.314402648440197
5849,42129,37.47068636840743
6700,21576,47.408387810964825
4818,39380,0.16525074374149074
5475,3911,24.221211993863584
5580,45954,29.20777466601465
5571,14590,27.648503793029995
4636,34343,28.932426760241263
5459,4046,43.06224061766362
6464,33455,33.084214138679904
4951,17423,46.801668901648526
7888,29487,9.787843110988847
6792,42928,19.87617663344821
7973,31006,48.98999092372269
5084,4120,22.214949715176992
7573,45038,38.53175945032726
5589,42896,33.63892889291111
4078,14565,40.00432859914725
5445,10873,37.22905390254776
5162,43641,29.848887016385074
6797,27016,23.53365470454298
6456,27299,40.760080829643734
5927,30201,5.4759775458468605
6429,4275,39.99392272619448
6484,7206,12.922293141416825
6914,19109,42.59688995978583
5726,37456,15.75313868562931
7663,1446,40.08711400762031
6985,41860,39.6536092360858
7085,42063,22.63343450538175
5004,33264,37.69524569978208
7449,22646,10.268961216908878
4694,9815,36.002909377625095
4069,16271,34.997922429221134
7980,2566,44.66612624848592
7117,14430,9.906025151392084
4398,1935,27.96154678118592
6124,35404,31.56492086861689
7304,2271,15.946243616844935
5082,42030,15.379400157793693
4027,15837,42.25822830588057
6496,5578,45.10121628450276
4422,6812,44.4991660364747
5432,11656,0.9913307623592049
4126,5265,18.210791883627337
5940,11207,37.56166840341394
5674,40258,22.21458186507812
7164,27010,28.108577741687878
7102,35029,37.86485505051656
7470,35909,14.220709751837497
6842,39099,33.51439699693925
5153,47347,12.853601211618521
4985,27705,42.44156978257607
4281,36411,49.358541960522686
7066,43809,44.81378147745953
7343,9055,25.93331824076539
4297,14068,18.171558141283395
7840,44076,2.9659865255319273
5413,38137,43.20893051020222
7330,27182,24.530927113138844
6979,23432,7.148132028138682
7476,12510,24.07649505498513
7955,6121,13.275787814662559
4261,23334,1.4689314801709819
6623,25417,47.06679021225709
6106,22982,17.50606085371182
5459,3697,21.38561893488471
5135,6199,26.27180076641393
5214,40678,44.062341655120406
5549,40059,9.31881192645797
6089,27316,36.26899757890638
6643,26140,34.81000395803441
4074,33916,27.434498134372525
6092,19583,5.999235608949488
7729,33268,3.6109534885967856
7330,35854,48.92413811604893
4005,41409,31.257015042576352
7342,45611,24.14777085617924
7512,26313,2.0528930766410216
4130,12162,35.76459767144444
6780,36359,22.020866745224154
7995,30065,18.227798175328935
5359,37749,32.03203713612825
4094,15029,30.57976994811048
6050,14632,25.346279198023737
6124,10045,41.506104247074965
7069,44407,48.32451118387762
7476,42996,40.19913159285844
6501,39308,29.427593497371333
7304,25759,4.031164553237588
7382,38870,36.532057186652104
4660,27956,14.237123941758734
5101,49234,46.33699249854521
5834,304,14.359261003615304
6750,13742,41.48094953133127
4582,25389,33.31756161076332
7721,11821,12.673696340699397
7663,29304,19.072294872697892
4545,46251,49.97779022869639
5719,3899,40.019255875603925
4546,1924,30.151006713999184
7317,49005,5.854412016031557
5413,21643,9.675833464511774
5797,30876,1.5127376600633125
6452,12054,16.163648017642394
4941,15536,17.88036090392575
7261,20290,21.29410619088364
4417,9007,36.95566659000436
7931,43510,35.18192071839284
4261,20548,41.795695995796855
4440,13096,27.85778179050155
4615,26547,45.593335391192554
4564,6269,46.49009802904235
7914,4975,2.345837346874963
7242,30716,46.50660997156733
5124,25034,40.606723487734925
6666,26481,25.09048369071603
4413,19625,11.34025029148385
5179,16076,15.581107469552935
7266,18353,33.29105200707935
7537,22609,46.4634194389759
7596,22659,31.02495984098479
6778,19211,4.251299208239024
6804,21430,15.471741002842426
6366,39053,24.19403243391813
6084,49174,35.79081544222996
5179,7762,43.44105910978491
7093,47972,9.782441687432698
6623,27954,21.212588342514806
5463,19547,1.9829548249155615
